,class,samples
2809,running,"[-39.188293 -3.8770104 8.116344 10.5632175 -3.5362355 9.091713932475473
 5.12924847310428 -7.991845 8.570284533333334 24.59324 12.719196499999999
 6.05733 9.398255637864628 -0.9808970722475614 -15.840038
 -0.3529052333333333 15.313314000000002 8.3246395 -1.2617445
 7.56050420409176 -0.1421680588119436]"
4933,walking,"[-14.609419 -4.471570666666667 0.59855 4.12161775 -4.0174705
 3.355231147588368 0.7914317645646163 -18.918982 -8.531019433333332
 1.723825 7.478289250000001 -8.0947965 4.844622177215142
 -0.6928110620747647 -16.960526 -2.8636249 2.959233 4.26287625
 -1.7908629999999999 5.6573553241273755 0.9342812745909619]"
5540,walking,"[-10.749966 -3.111823566666666 0.766145 2.586935 -2.9520505000000004
 2.5130164867838904 1.1693542411751947 -15.768212 -9.361488133333333
 -3.136404 5.184643750000003 -8.568848500000001 3.596448335120282
 -0.8438065704817026 -22.093693 -2.9747157000000004 2.121263
 4.226962750000001 -2.2720975 5.115132944991154 4.977026687871642]"
1122,running,"[-6.124367 4.476199533333334 23.060951 7.387309 3.3518825000000003
 7.202972083665417 0.22476951441140436 -12.89517 4.494874366666667
 25.79513 10.960655000000001 5.803545 9.675644302291772
 -0.3940569441817168 -10.151415 1.8430565999999997 13.01488 8.6095495
 2.7868505 5.929978101747862 -0.8453421644858476]"
4294,idle,"[0.177171 0.26352183333333334 0.411803 0.052673 0.2657565
 0.04528334509514016 2.1875274103285163 -0.114922 -0.0068633666666666655
 0.110133 0.050278500000000004 -0.014365 0.04725224975066149
 0.7157354781259793 9.715671 9.766427599999998 9.801862
 0.021547749999999866 9.770737 0.01802710107514045 0.6471290903280713]"
3572,idle,"[-1.072602 0.19823996666666666 3.739743 0.572214 -0.1843535
 1.0219844651681187 3.1928279273800966 4.204219 6.856515166666666 9.916783
 0.5207387500000005 6.945579500000001 1.0371834934924833
 3.1488353845165413 2.901773 6.640877333333333 8.734048 0.5997477500000006
 6.782774 1.0249314437059789 4.65014071254291]"
3484,idle,"[0.153229 0.2344721 0.287304 0.03591274999999994 0.234632
 0.033070775807198714 0.2686288380073578 -0.095768 -0.014046000000000001
 0.09098 0.022744749999999998 -0.019154 0.03226250852615153
 2.703702291665695 9.715671 9.759723866666663 9.797073
 0.014364999999999739 9.761160499999999 0.017059952097887597
 0.43801860348617927]"
1616,running,"[-4.79798 8.340920066666667 39.188293 13.725957999999999 5.506664000000001
 11.438484049415708 0.6368366178562614 -19.694704 5.538107766666667
 33.02083 14.681244 7.204153 12.11255320212002 -0.10106869674090735
 -7.565677 5.122634099999999 28.46227 10.06043475 3.359065
 8.937349091057756 0.36174446046048736]"
2725,running,"[-7.383717999999999 5.100926666666667 28.452694 9.496601250000001
 5.008669999999999 8.63411311721018 0.8038483832671877 -12.090718
 9.713755200000001 34.596214 19.47802875 7.034164500000001
 12.968004833458881 -0.8007878460868962 -6.220136 2.080880633333334
 21.997925 7.0952167500000005 0.05746100000000001 6.559556117054133
 1.6969624984519074]"
3280,running,"[-6.435614 4.601017266666668 23.841461 7.781155750000001 3.2297785
 7.028158367978205 0.45776349523423443 -14.920665 8.652325666666668
 27.710491 14.4430215 8.3988595 11.295950008062135 -0.6938511932522551
 -6.4787089999999985 2.2684263666666666 17.022774 6.004657750000002
 1.2449845 5.636768693722149 0.7762729583006749]"
3820,idle,"[-0.8236049999999999 0.20829556666666665 1.288081 0.51355625 0.253785
 0.42521229272632616 0.6382349865960042 4.515465 6.093562799999999
 7.153875 0.7912832500000002 6.289568 0.6539326597566144
 -0.2775788657167415 5.995081 7.64724 9.054871 0.9648632499999987
 7.455543999999998 0.65619247985633 -0.18396818366194756]"
3849,idle,"[0.234632 0.25809493333333333 0.287304 0.019154000000000032 0.2561795
 0.013335991344061712 -0.6965176136904994 -0.071826 -0.019153633333333333
 0.014365 0.022744999999999998 -0.019154 0.018831705124573526
 0.6897749944507319 9.744401 9.768502666666667 9.797073
 0.01795599999999986 9.768343 0.013959586243470412 -0.8104684024293984]"
1637,running,"[-9.461885 4.552973666666667 27.56205 12.107477500000002 2.3319525
 9.825131165144672 -0.20294112000368436 -13.244724 6.011521266666668
 26.834213 14.634557749999999 4.766856 11.268484766883905
 -0.7464229449786757 -8.920795 0.6730900000000002 25.019407 10.09395475
 -1.1779475 7.774773680186324 1.309445694660738]"
2542,running,"[-3.318364 9.56547446666667 35.443764 15.512032249999997 5.449203
 10.285365920559148 -0.18167677845996177 -14.494497 7.946994066666666
 26.369738 13.925874 9.598355 10.776367070659742 -0.43933928991980675
 -9.581595 1.9286093666666666 18.7466 5.82269825 1.2593505
 5.951934548847748 0.7081868436899756]"
3977,idle,"[0.21547800000000006 0.2667140666666667 0.32561100000000004
 0.03232175000000001 0.263362 0.028440300613663625 -0.500829206275681
 -0.067038 -0.02569773333333333 0.076614 0.028731000000000003 -0.0311245
 0.0285564866278905 3.3427843038992755 9.730036 9.7699392 9.811439
 0.014364999999999739 9.768343 0.017101703974360664 0.5772780880837161]"
1372,running,"[-5.813122 8.169814266666666 26.685772 13.873202 8.0540945
 9.399246712258238 -0.8540876024145541 -20.54225 9.4226203 28.519732
 11.695674499999999 9.993398 13.391083073042061 -0.15809693302753125
 -4.553771 3.9225006666666666 25.876532 6.2835825000000005
 2.2936449999999997 6.448300926426597 2.4370528784966323]"
2150,running,"[-6.904877000000001 5.661489133333332 22.476765 12.585121500000001
 5.4061075 7.1315550443108915 -0.6826163926129274 -11.123461
 9.067799733333334 32.403126 13.992911249999999 9.7755255
 11.202559822266055 -0.6975098777989062 -10.022128 1.5219143000000002
 16.94616 8.429984249999999 1.7860744999999998 6.352630832741772
 -0.1596306159035077]"
4123,idle,"[-0.770933 -0.08140283333333334 0.124498 0.21068975 -0.0263365
 0.17617158988896467 5.2765543972717985 3.337517 4.187778166666666
 5.363012 0.7134717500000001 3.883395 0.5882902598484349
 -0.6706743974820917 7.872135000000001 8.778899200000001 9.370906
 0.5159500000000001 8.896853499999997 0.3936607814315432
 -0.2876939714843627]"
671,running,"[-5.7939680000000005 11.987608299999998 39.188293 14.44781025
 7.149086499999999 13.98038415626129 -0.2854691753916425 -29.89879
 5.7500746 37.909794 24.507048 11.93749 18.047896687720346
 -0.9113958639375701 -9.174581 -0.2398989666666665 18.679562
 5.5677164999999995 -0.782904 5.294449628739254 3.3158970751636714]"
3,running,"[-8.729258999999999 6.006892633333335 27.092787 12.907141500000002
 3.284845 9.679843426087748 -0.49433134207625695 -24.899698 8.4188115
 37.04788 34.766202 9.931148499999999 17.851874471592968
 -1.160555050779956 -10.433931 -0.5340665000000001 14.920665 5.30914225
 -1.651999 5.0585153627603345 1.269185082660326]"
1570,running,"[-6.133945 5.990771566666665 28.103140000000003 7.909244749999999
 5.264850000000001 8.025114274760705 1.391017803961934 -11.358092999999998
 10.740867866666667 38.95845 25.71013575 9.368511499999999
 14.189327653546162 -1.046361754420817 -11.559206 1.132138333333333
 15.547946 5.16908175 0.2298435 6.5955252722988 0.25059388722972153]"
4462,walking,"[-19.49359 -4.210443033333333 2.710236 3.774459 -3.1148565
 4.370502090089753 2.999561886812506 -16.812084 -9.460767599999999
 5.755661 5.705383250000001 -10.577583 4.679554531483125
 1.6220914758998912 -12.832921 -0.2505930000000001 31.636982
 3.9851490000000003 -0.6823475 7.311792617921153 9.631697248055918]"
3783,idle,"[0.21547800000000006 0.2563392 0.287304 0.02633599999999997 0.253785
 0.016712926106061336 -0.2522805029681421 -0.100556 -0.0204306 0.052672
 0.017956 -0.019154 0.023875836759647467 4.518844540828087 9.691729
 9.764512366666663 9.787497 0.013167749999999145 9.768343
 0.019367822356481303 5.264233699289354]"
3261,running,"[-5.171476 8.148585766666667 39.188293 11.78904925 4.134786500000001
 11.487067034558867 1.0345985729972265 -11.81778 6.379110933333334
 26.886885 19.665972500000002 6.658275 11.078871273198722
 -1.119023572067727 -8.796297000000003 2.566105466666666 25.34023 4.906917
 0.512359 7.065668262436936 1.9345944001812363]"
1230,running,"[-9.461885 5.945281733333333 27.56205 12.9993175 5.341463999999999
 9.476257640254026 -0.5036879448390295 -15.863979999999998
 7.269434899999999 29.659370000000006 22.2840315 5.7772095
 14.042924616468882 -1.1003472564093002 -10.405201 0.5838661333333336
 16.055517000000002 9.653421000000002 -0.363919 6.81876057629276
 -0.4134247385758707]"
6204,walking,"[-6.186617 0.09816240000000004 16.874334 3.96599475 -0.5410895
 4.133293441412635 6.546301520340283 -22.529438 -9.667945999999999
 0.373495 7.9786775 -10.177751 5.663788125993573 -0.7046014942326946
 -20.973207 -1.0228028999999998 8.676587 6.320692249999999 0.1939305
 5.848992885814106 3.074328290368417]"
5773,walking,"[-11.669339 -0.2515507 8.475474 6.30513 -0.040701500000000015
 4.71484822887479 -0.25297951774967053 -22.443247 -9.529561166666669
 0.383072 8.385691 -9.009380499999999 6.099998887549872 -0.619749964232259
 -16.223110000000002 1.4330097666666668 32.95858 7.7069350000000005
 -1.1755529999999998 9.058853240489565 3.3435642963427252]"
5482,walking,"[-10.606314 0.9447521 9.169792 6.6498954999999995 1.553837
 4.929427478005604 -0.17337018348213773 -32.996887 -9.190542133333334
 9.830592 8.41322525 -8.085219500000001 8.081222395194565
 1.1678637710612598 -12.397177 -2.0915744999999997 4.855441000000001
 6.10760825 -1.216254 5.000455353146749 -0.6454807364839774]"
657,running,"[-10.644621 6.263231633333334 38.32638 11.79383775 4.0988735
 11.23894294156569 1.3987721227931944 -14.379576 8.0957537 39.188293
 18.118121000000002 7.1155675 13.95911001214599 -0.553932351981183
 -8.034939999999999 -0.9709284333333332 12.445061 8.34139875
 -1.9847934999999999 5.6789975271586135 -0.30581754677666195]"
4974,walking,"[-11.808203 -3.7276123333333335 1.302446 3.4416644999999995 -3.074155
 2.875806432745632 0.569956166666552 -16.31409 -8.179710166666668 3.586514
 6.645107250000001 -7.982268 4.336404085825506 -0.02671053674545032
 -20.216639 -0.6481901000000002 13.163321 3.608062 -0.7613559999999999
 5.690491116184328 3.890903890368639]"
2543,running,"[-5.7125650000000014 4.887204333333334 15.303738 5.734112999999998
 4.7884035 4.781000495757998 -0.17520414487391323 -4.975151
 8.428388066666667 26.364948 13.19324825 8.044518499999999
 8.877218224966668 -0.9776312739934574 -8.269572 2.5368963 13.464991
 4.62799225 2.1404164999999997 4.821337085641915 0.12170366959881518]"
3755,idle,"[0.186748 0.2614468 0.368707 0.037110000000000004 0.260968
 0.04129516336118149 0.23247793201802258 -0.134075 -0.014205566666666667
 0.02873 0.040701 -0.011970999999999999 0.03476085961603302
 3.142107377579956 9.725247 9.768183366666666 9.835381
 0.023941999999999908 9.768343 0.020595184753534595 2.1005453230535487]"
2866,running,"[-4.146757 6.171294433333332 25.924416 8.127117749999998
 3.9240969999999997 7.862868617797128 0.27894760913649286 -15.725117
 5.373705999999999 22.500708 16.594212 9.052476500000001
 11.617642139890298 -1.0294050650315472 -6.7372830000000015
 2.5686592666666668 13.31655 8.639477 2.126051 5.473335772759192
 -0.7935810944334003]"
4273,idle,"[-0.339977 0.6904877666666669 2.020706 0.3986345 0.8116345
 0.5205964145669006 1.1727076934190874 6.440403 7.108544633333334 7.699753
 0.24420850000000005 7.089231000000002 0.2812324430635607
 0.06035148591350481 5.90889 6.656200233333335 7.264008 0.2537857500000005
 6.675034999999999 0.34551792683647964 -0.2872805274402679]"
598,running,"[-9.14585 6.294835166666667 38.89141 10.870873 4.422091 9.700368480315896
 2.3704388590003598 -17.836803 8.144276266666667 33.365596999999994
 17.509992999999998 10.366894 14.488689945054718 -0.8445972869467591
 -14.542381 1.2344506000000002 12.435484 8.198943750000002 2.003947
 6.64379753065298 -0.028267924811276046]"
6412,stairs,"[-10.036493 -3.8666357000000002 1.024718 3.600879 -3.380613
 2.876622209664524 -0.47870955630599266 -18.492813 -9.563878066666664
 -1.072602 6.655881 -9.3780885 4.781479875789161 -0.8984014360428607
 -7.479486 -1.8855134999999996 1.685518 3.29681625 -1.2378019999999998
 2.429818707772122 -0.3705167690088804]"
2367,running,"[-5.4396260000000005 8.248024966666668 28.328194 15.565900999999998
 5.3270990000000005 9.607441419940338 -0.7971849499254455 -15.902287
 5.377536699999999 27.064056 13.548787250000002 5.585673000000001
 11.018528428434477 -0.6495742648936185 -10.160992 3.347413199999999
 20.101715 8.64905425 0.727837 7.98716468972769 -0.5845106361891479]"
3411,idle,"[-0.373495 0.26431983333333336 1.010353 0.03471574999999996 0.258574
 0.21252235497363303 5.9593415500287374 -0.8283940000000001
 -0.11667739999999999 0.033519 0.03351899999999999 -0.09098
 0.14066548143725005 18.994426006001525 9.610326 9.7606816 9.811439
 0.019154000000000337 9.763555 0.0345650584334333 9.570540601514566]"
2100,running,"[-5.1092260000000005 4.740998266666668 28.060043 8.546103000000002
 2.066196 7.779535331623674 0.7864605121925563 -13.79539 7.008626633333333
 31.646559000000003 8.599972 6.8857245 10.685422138108256
 -0.0769933840240018 -11.032481 3.3027215666666674 26.00103 8.83939325
 1.637634 7.3716685480855935 1.1576542739214943]"
2683,running,"[-2.48997 6.220136133333333 33.59544 5.052962749999999 3.6751
 7.395887106043199 5.8690544547984675 -10.515334 3.243504966666667
 18.650831 16.093823 5.726930999999999 8.989812446897917
 -1.336425566556436 -10.271125 0.9166600333333333 12.689269 9.017761
 0.26096800000000003 6.181171469684558 -0.8225408429929386]"
2981,running,"[-9.14585 7.3798874 39.188293 13.16571475 4.422091 11.924597218671476
 0.9524188759402392 -17.836803 7.100084966666667 33.365596999999994
 14.250288 7.1466925 13.95735453408974 -0.5067743052186442
 -14.039598000000002 0.7921617666666664 10.34774 7.982268749999999
 0.766145 5.4296302110548975 0.12759813599083314]"
936,running,"[-7.1059899999999985 7.2052702 29.850906 10.647015 5.398925
 9.394214984768961 -0.20966288926549792 -13.306973 10.228029733333331
 37.330395 20.535068250000005 12.445060000000002 14.73350068010053
 -0.9782903193644188 -15.318103 -1.130222666666666 8.863335000000003
 9.405621499999999 -1.8363525 5.6449190651556815 -0.3465431671990644]"
6250,walking,"[-14.805743 -0.1241791666666667 9.370906 6.63193875 -0.201113
 5.229673418453585 0.5051076807665975 -21.222204 -8.126878266666667
 12.124237 9.59596075 -9.3804825 7.786203066783574 0.5745756703237817
 -10.888829 0.01659983333333332 23.769634 7.1610575 -0.22744899999999996
 6.749926577519354 3.3356213454754498]"
1972,running,"[-8.231264999999999 6.588204833333332 32.862812 12.56836175 5.063737
 9.054305161661654 0.5267172041437194 -18.952501 7.336472466666667
 34.596214 23.25368425 7.994239500000001 14.691193017745473
 -0.9476032167727886 -8.130708 1.0863293333333337 19.04348
 7.001843000000001 0.5770025000000001 5.549584467602659 1.7057102751903033]"
537,running,"[-6.38773 6.148788966666667 22.73055 10.479420750000001 4.707001
 7.923707394701466 -0.6046247256389137 -16.893488 8.353210266666666
 33.274615999999995 10.141838 7.728483000000001 12.228633228823998
 -0.4502586276172966 -9.773131 0.26607579999999975 15.217546
 8.456320249999997 -1.082179 5.582935431956738 -0.06996584465515765]"
4476,walking,"[-13.723564 -3.9898572333333333 1.857901 3.812765999999999 -3.0813375
 3.857062015191802 0.44065001095351164 -26.187778 -9.715191533333334
 4.903325 6.762423250000001 -9.758766000000001 6.240241612214957
 0.6498309900365951 -15.184027 -1.5640522333333335 22.902933 5.0314145
 -0.356736 6.516108378494472 5.080829843488106]"
262,running,"[-2.48997 6.330588599999999 27.878084 7.096414250000001 4.350265
 6.419059298416717 2.163894271061955 -14.978126 3.5408646999999998
 18.650831 15.4198555 6.9958575 9.09100298197743 -1.1186689728039085
 -10.271125 0.0146844999999999 18.679562 6.518213999999999 -0.3399765
 5.944678464442842 1.3525542777754467]"
4834,walking,"[-13.723564 -5.131891433333334 3.308787 6.664260499999999 -3.1555575
 4.893098869698061 -0.9140837556431962 -26.187778 -9.248481900000002
 10.070012 6.538565499999999 -9.2248595 7.030534919351625
 1.2121664055963253 -21.078552 -0.4558560666666666 24.17186 3.8678325
 -0.6919245 7.8679860788435425 3.0338832529051016]"
3150,running,"[-7.508216 6.194917266666666 34.227509999999995 17.033548250000003
 3.1076740000000003 10.8514994193665 -0.035840533647297335 -14.647726
 7.8360626999999985 35.36235999999999 22.20861525 5.971139
 14.254852506066326 -0.9505681185734063 -11.252748 -0.22154333333333337
 34.25145 7.105990750000001 -2.3367405000000003 8.470176547336415
 6.746115417635643]"
3762,idle,"[-1.441309 -0.27549280000000004 0.488417 0.37708675 -0.2920925
 0.4013617874088497 1.0798141003901236 4.534618 6.022215599999999
 7.469908999999999 0.7445965000000001 6.095638 0.6880624460839584
 0.09550978861680415 6.378154 7.711564266666667 11.089942
 0.7829037499999982 7.608773000000001 0.9128104813335545 3.939224266934456]"
5645,walking,"[-15.739482 -3.1584307999999996 1.288081 4.152742 -2.2912505000000003
 4.064797943570622 2.296124581339381 -18.47366 -10.361306666666668
 -1.16837 7.123947750000001 -11.149797 5.017065212271296
 -0.9294373188671372 -9.275137 0.5461973333333332 27.672184 4.55975725
 -0.49559949999999997 7.24091797570956 5.275034903427995]"
